"ID","Handle","Command","Status","Definition: Handle","Top Row","Field","Value"
"","claim-piracetam-cognition","MERGE","","evidence_claim","FALSE","notes","<p>Meta-analysis of double-blind RCTs showed clinical benefit for cognitive impairment across global outcome measures. <a href=""https://pubmed.ncbi.nlm.nih.gov/12006732/"" title=""Piracetam cognitive impairment meta-analysis on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-piracetam-energy","MERGE","Active","evidence_claim","TRUE","headline","Improves brain energetics"
"","claim-piracetam-energy","MERGE","","evidence_claim","FALSE","notes","<p>Reviewed pharmacology shows effects on membrane fluidity and mitochondrial function relevant to neuronal energy. <a href=""https://pubmed.ncbi.nlm.nih.gov/16007238/"" title=""Piracetam mitochondrial pharmacology review on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-pramiracetam-pyrrolidone","MERGE","Active","evidence_claim","TRUE","headline","Pyrrolidone cognitive enhancer"
"","claim-pramiracetam-pyrrolidone","MERGE","","evidence_claim","FALSE","notes","<p>Pramiracetam (CI-879) facilitated acquisition of a radial-arm maze task in rats, in line with the pyrrolidone class of cognitive enhancers. <a href=""https://pubmed.ncbi.nlm.nih.gov/3088666/"" title=""Pramiracetam radial-arm maze study on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-pramiracetam-cholinergic","MERGE","Active","evidence_claim","TRUE","headline","Influences hippocampal cholinergic activity"
"","claim-pramiracetam-cholinergic","MERGE","","evidence_claim","FALSE","notes","<p>Preclinical work reported pramiracetam altered high-affinity choline uptake in rat hippocampal synaptosomes, suggesting a cholinergic mechanism. <a href=""https://pubmed.ncbi.nlm.nih.gov/2987637/"" title=""Pramiracetam hippocampal choline uptake study on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-rhodiola-mental-performance","MERGE","Active","evidence_claim","TRUE","headline","Sharper mental performance"
"","claim-rhodiola-mental-performance","MERGE","","evidence_claim","FALSE","notes","<p>SHR-5 extract improved mental performance under stress in a placebo-controlled trial of students during exam-period stress. <a href=""https://pubmed.ncbi.nlm.nih.gov/10839209/"" title=""Rhodiola SHR-5 exam-stress trial on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-rhodiola-burnout","MERGE","Active","evidence_claim","TRUE","headline","Lifts mild burnout"
"","claim-rhodiola-burnout","MERGE","","evidence_claim","FALSE","notes","<p>A 28-day RCT of SHR-5 in adults with stress-related fatigue reported reductions in burnout-associated symptoms. <a href=""https://pubmed.ncbi.nlm.nih.gov/19016404/"" title=""Rhodiola SHR-5 stress-fatigue RCT on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-sulbutiamine-memory","MERGE","Active","evidence_claim","TRUE","headline","Memory support"
"","claim-sulbutiamine-memory","MERGE","","evidence_claim","FALSE","notes","<p>Chronic sulbutiamine improved performance in an object-recognition memory task in rats. <a href=""https://pubmed.ncbi.nlm.nih.gov/15951087/"" title=""Sulbutiamine object-recognition memory study on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-sulbutiamine-fatigue","MERGE","Active","evidence_claim","TRUE","headline","Reduces mental fatigue"
"","claim-sulbutiamine-fatigue","MERGE","","evidence_claim","FALSE","notes","<p>Studied in infection-associated asthenia as a thiamine derivative supporting recovery from fatigue. <a href=""https://pubmed.ncbi.nlm.nih.gov/14710977/"" title=""Sulbutiamine infection-associated asthenia trial on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-taurine-endurance","MERGE","Active","evidence_claim","TRUE","headline","Boosts endurance"
"","claim-taurine-endurance","MERGE","","evidence_claim","FALSE","notes","<p>A meta-analysis of human RCTs showed acute taurine supplementation improved endurance-exercise performance. <a href=""https://pubmed.ncbi.nlm.nih.gov/29546641/"" title=""Taurine endurance meta-analysis on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-taurine-heart","MERGE","Active","evidence_claim","TRUE","headline","Supports heart function"
"","claim-taurine-heart","MERGE","","evidence_claim","FALSE","notes","<p>Taurine supplementation improved exercise capacity in patients with heart failure in a controlled trial. <a href=""https://pubmed.ncbi.nlm.nih.gov/21334852/"" title=""Taurine heart failure exercise capacity trial on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-tongkat-ali-stress","MERGE","Active","evidence_claim","TRUE","headline","Lowers stress & balances mood"
"","claim-tongkat-ali-stress","MERGE","","evidence_claim","FALSE","notes","<p>Reduced cortisol and improved tension/anger/confusion scores in moderately stressed adults over 4 weeks. <a href=""https://pubmed.ncbi.nlm.nih.gov/23705671/"" title=""Tongkat Ali stress and cortisol trial on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-tongkat-ali-vitality","MERGE","Active","evidence_claim","TRUE","headline","Supports vitality"
"","claim-tongkat-ali-vitality","MERGE","","evidence_claim","FALSE","notes","<p>A 5-week supplementation trial in active seniors reported improved muscular force and well-being. <a href=""https://pubmed.ncbi.nlm.nih.gov/23754792/"" title=""Tongkat Ali vitality study on PubMed"" target=""_blank"">[PubMed]</a></p>"
